arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
22065460,77201793,1,14010928,2014-07-22 00:00:00,3,N,28,5,33,M,1,2,R,,,,,
22086214,77261831,1,14-93521-AR,2014-12-11 00:00:00,3,N,28,5,22,M,1,2,R,,,,,
22056439,77167076,1,14-851-AR,2014-10-27 00:00:00,2,N,16,5,16,M,1,2,R,R,,,,
22054338,77161535,1,14-476-AR,2014-06-04 00:00:00,2,N,16,5,28,F,1,2,N,,,,,
22054227,77158762,3,14-45-AR,2014-11-24 00:00:00,2,N,16,5,17,M,1,2,N,R,,,,
22040850,77119333,3,14E-103-AR,2014-05-01 00:00:00,2,N,16,5,38,M,1,2,N,,,,,
22040849,77119333,2,14E-102-AR,2014-05-01 00:00:00,2,N,16,5,18,M,1,2,N,,,,,
22040848,77119333,1,14E-101-AR,2014-05-01 00:00:00,2,N,16,5,25,F,1,2,N,,,,,
22040834,77119289,1,14-67-AR,2014-05-03 00:00:00,2,N,16,5,31,M,1,2,N,,,,,
22040818,77118432,1,14-41-AR,2014-03-16 00:00:00,2,N,16,5,28,M,1,2,N,,,,,
22040816,77118429,3,14-188-AR,2014-11-21 00:00:00,2,N,16,5,25,F,1,2,N,,,,,
21354479,75090185,1,15-27-AR,2015-01-08 00:00:00,3,N,28,5,17,M,1,2,R,R,,,,
21340997,75051469,1,15-41-AR,2015-02-16 00:00:00,3,N,28,5,16,M,1,2,R,R,,,,
21339929,75048828,3,14-93-AR,2014-06-12 00:00:00,3,N,28,5,48,M,1,2,R,,,,,
21339928,75048828,2,14-92-AR,2014-06-12 00:00:00,3,N,28,5,29,M,1,2,N,,,,,
21354443,75089320,2,15-60-AR,2015-01-22 00:00:00,3,N,28,5,36,F,1,2,N,,,,,
21354416,75089270,1,14-712-AR,2014-10-24 00:00:00,3,N,28,5,23,M,1,2,N,,,,,
21340989,75051437,1,14-274-AR,2014-11-14 00:00:00,3,M,28,5,28,M,1,2,R,,,,,
21340988,75051436,1,14-274-AR,2014-11-14 00:00:00,3,M,28,5,28,M,1,2,R,,,,,
21340987,75051430,1,14-274-AR,2014-11-14 00:00:00,3,M,28,5,28,M,1,2,R,,,,,
21340984,75051425,1,14-274-AR,2014-11-14 00:00:00,3,N,28,5,28,M,1,2,R,,,,,
21339913,75048031,1,14-107-AR,2014-06-23 00:00:00,3,N,28,5,38,M,1,2,N,,,,,
21338845,75044499,1,14HKS-448-AR,2014-09-18 00:00:00,3,N,28,5,47,M,1,2,R,,,,,
21338789,75043587,1,14HKS-180-AR,2014-05-01 00:00:00,3,N,28,5,18,M,1,2,N,,,,,
21353331,75085825,1,14-809-AR,2014-09-04 00:00:00,3,N,28,5,21,M,1,2,N,,,,,
21352268,75083222,1,14-201-AR,2014-04-27 00:00:00,3,N,28,5,23,M,1,2,R,,,,,
22046389,77137530,1,14LIT-3111-A,2014-04-16 00:00:00,1,N,27,5,41,M,1,2,R,,,,,
22055265,77165149,1,14-1017-AR,2014-12-30 00:00:00,3,N,28,5,32,M,1,2,R,,,,,
22051001,77149566,1,14-526-AR,2014-11-21 00:00:00,3,N,28,5,17,F,1,2,N,H,,,,
22050946,77147780,1,14-56-AR,2014-05-04 00:00:00,3,N,28,5,18,M,1,2,N,,,,,
22064336,77197336,1,14009462,2014-07-02 00:00:00,3,N,28,5,23,F,1,2,R,,,,,
22064224,77194643,1,14008569,2014-06-10 00:00:00,3,N,28,5,20,M,1,2,N,,,,,
22063163,77191925,1,14007678,2014-05-25 00:00:00,3,N,28,5,27,M,1,2,R,,,,,
22063140,77191847,1,14007525,2014-05-22 00:00:00,3,N,28,5,21,M,1,2,U,,,,,
21347701,75070075,1,14-795-AR,2014-07-18 00:00:00,3,N,28,5,26,M,1,2,R,,,,,
21347689,75070059,1,14-539-AR,2014-05-16 00:00:00,3,N,28,5,16,F,1,2,R,H,,,,
21347684,75070050,1,14-203-AR,2014-02-26 00:00:00,3,N,28,5,25,M,1,2,R,,,,,
21347671,75070021,1,14-814-AR,2014-07-21 00:00:00,3,N,28,5,35,M,1,2,R,,,,,
21347668,75070017,1,14-1039-AR,2014-09-15 00:00:00,3,N,28,5,24,M,1,2,N,,,,,
21330432,75023075,1,14-11905-AR,2014-03-21 00:00:00,3,N,28,5,28,M,1,2,R,,,,,
21330420,75023039,1,14-14764-A-A,2014-04-09 00:00:00,3,N,28,5,18,M,1,2,R,,,,,
21330401,75023010,1,14-11905-B-A,2014-03-22 00:00:00,3,N,28,5,35,M,1,2,R,,,,,
21333547,75031564,1,15-27238-AR,2015-06-24 00:00:00,3,N,28,5,29,F,1,2,N,,,,,
21331488,75025564,1,14-31314-AR,2014-07-22 00:00:00,3,N,28,5,26,F,1,2,R,,,,,
21331473,75024804,2,14-36280-AR,2014-08-21 00:00:00,3,N,28,5,19,F,1,2,R,,,,,
21331472,75024804,1,14-36278-A-A,2014-08-21 00:00:00,3,N,28,5,20,M,1,2,R,,,,,
21331466,75024797,1,14-26278-AR,2014-06-21 00:00:00,3,N,28,5,30,M,1,2,N,,,,,
21331447,75024735,1,15-4059-AR,2015-01-26 00:00:00,3,N,28,5,52,M,1,2,N,,,,,
21331437,75024711,1,14-29180-AR,2014-07-09 00:00:00,3,N,28,5,29,M,1,2,N,,,,,
21330336,75021293,1,14-122-AR,2014-08-29 00:00:00,3,N,28,5,17,M,1,2,R,R,,,,
21329261,75019522,1,14-41158,2014-07-14 00:00:00,3,N,28,5,29,M,1,2,N,,,,,
21336632,75039337,1,14-48-AR,2014-04-23 00:00:00,3,N,28,5,25,F,1,2,R,,,,,
21335572,75036692,1,14-30348-A-A,2014-07-16 00:00:00,3,N,28,5,24,M,1,2,R,,,,,
21333523,75030811,1,14-42930-AR,2014-09-30 00:00:00,3,N,28,5,19,F,1,2,R,,,,,
21332431,75028194,1,14-28233-AR,2014-07-03 00:00:00,3,N,28,5,19,M,1,2,R,,,,,
21331397,75023908,1,14-23137-AR,2014-06-02 00:00:00,3,N,28,5,25,M,1,2,R,,,,,
21329213,75018733,1,14-28633,2014-05-23 00:00:00,3,C,28,5,40,M,1,2,N,,,,,
21328153,75017747,1,15WIL-4-AR,2015-01-11 00:00:00,3,N,28,5,27,F,1,2,N,,,,,
21336599,75038448,2,14-6-AR,2014-01-21 00:00:00,3,N,28,5,17,M,1,2,N,R,,,,
21335528,75035854,2,15-8522-AR,2015-02-27 00:00:00,3,N,28,5,43,F,1,2,N,,,,,
21334473,75034193,1,14-50535-AR,2014-11-14 00:00:00,3,N,28,5,47,M,1,2,N,,,,,
21333441,75029879,1,14-37942-B-A,2014-08-31 00:00:00,3,N,28,5,25,F,1,2,R,,,,,
21333438,75029875,1,14-37942-AR,2014-08-31 00:00:00,3,N,28,5,25,F,1,2,R,,,,,
21328106,75016135,1,14-157-AR,2014-10-24 00:00:00,3,N,28,5,18,M,1,2,R,,,,,
21332336,75026554,1,14-2627-AR,2014-01-18 00:00:00,3,N,28,5,52,M,1,2,N,,,,,
21332315,75026510,1,14-31154-AR,2014-07-21 00:00:00,3,N,28,5,22,F,1,2,R,,,,,
21326983,75012550,1,14-90-AR,2014-03-21 00:00:00,3,N,28,5,22,M,1,2,N,,,,,
21326978,75011775,2,14-335-AR,2014-12-14 00:00:00,3,N,28,5,38,F,1,2,N,,,,,
21326964,75011698,1,14-266-AR,2014-10-02 00:00:00,3,N,28,5,34,M,1,2,N,,,,,
21325930,75009206,1,15-32723-A-A,2015-05-18 00:00:00,3,N,28,5,35,M,1,2,N,,,,,
21334380,75032500,1,14-49428-AR,2014-11-07 00:00:00,3,N,28,5,31,M,1,2,R,,,,,
21334351,75032434,1,14-57339-AR,2014-12-29 00:00:00,3,N,28,5,21,F,1,2,R,,,,,
21334307,75031614,1,14-43627-AR,2014-10-04 00:00:00,3,N,28,5,46,M,1,2,N,,,,,
22045285,77133678,2,14L-1223-AR,2014-10-03 00:00:00,2,N,16,5,16,M,1,2,N,R,,,,
22045284,77133678,1,14L-1222-AR,2014-10-03 00:00:00,2,N,16,5,16,M,1,2,R,R,,,,
22047513,77141367,1,14-49-AR,2014-08-17 00:00:00,2,N,16,5,22,F,1,2,N,,,,,
22047512,77141365,1,14-48-AR,2014-08-17 00:00:00,2,N,16,5,26,M,1,2,N,,,,,
22047474,77140381,1,15-75-AR,2015-02-25 00:00:00,2,N,16,5,61,M,1,2,N,,,,,
22040787,77118377,1,14-33-AR,2014-03-03 00:00:00,2,N,16,5,29,M,1,2,R,,,,,
22038699,77113673,1,14-61087,2014-10-10 00:00:00,2,N,16,5,28,M,1,2,N,,,,,
22038685,77113658,1,14-58214,2014-09-25 00:00:00,2,N,16,5,24,M,1,2,R,,,,,
21352206,75082340,2,14-976-AR,2014-12-12 00:00:00,3,N,28,5,26,F,1,2,N,,,,,
21352205,75082340,1,14-977-AR,2014-12-12 00:00:00,3,N,28,5,28,M,1,2,R,,,,,
21352197,75082306,1,14-524-AR,2014-07-11 00:00:00,3,N,28,5,45,M,1,2,N,,,,,
21352193,75081546,1,14-933-AR,2014-11-10 00:00:00,3,N,28,5,44,M,1,2,N,,,,,
21351147,75078891,1,14-455-AR,2014-12-15 00:00:00,3,N,28,5,14,M,1,2,R,R,,,,
21351146,75078891,2,14-449-AR,2014-12-12 00:00:00,3,N,28,5,18,M,1,2,N,,,,,
21350042,75077105,2,14-104-AR,2014-03-26 00:00:00,3,N,28,5,35,F,1,2,N,,,,,
21352095,75078940,1,15-15-AR,2015-01-07 00:00:00,3,N,28,5,26,M,1,2,N,,,,,
21348928,75073665,1,14-170-AR,2014-05-14 00:00:00,3,N,28,5,24,F,1,2,N,,,,,
21348907,75073613,1,14-681-AR,2014-06-26 00:00:00,3,N,28,5,27,M,1,2,R,,,,,
21351009,75077184,1,14-205-AR,2014-06-12 00:00:00,3,N,28,5,52,M,1,2,N,,,,,
21351000,75077164,1,14-72-AR,2014-02-28 00:00:00,3,N,28,5,32,M,1,2,N,,,,,
21347808,75071768,2,14-1374-AR,2014-12-17 00:00:00,3,N,28,5,24,F,1,2,R,,,,,
21347805,75071016,1,14-466-AR,2014-04-27 00:00:00,3,N,28,5,22,M,1,2,R,,,,,
21347783,75070983,1,14-795-AR,2014-07-18 00:00:00,3,C,28,5,26,M,1,2,R,,,,,
21346662,75068282,1,15-5-AR,2015-01-02 00:00:00,3,N,28,5,22,M,1,2,R,,,,,
21346652,75068228,1,15-66-AR,2015-01-22 00:00:00,3,N,28,5,34,F,1,2,R,,,,,
21346641,75067437,1,15-189-AR,2015-03-16 00:00:00,3,N,28,5,27,M,1,2,R,,,,,
21346639,75067424,1,14-457-AR,2014-04-24 00:00:00,3,N,28,5,23,M,1,2,R,,,,,
21346609,75066508,1,14-1236-AR,2014-11-04 00:00:00,3,N,28,5,22,M,1,2,N,,,,,
21346598,75066476,1,14-1128-AR,2014-10-07 00:00:00,3,N,28,5,30,F,1,2,R,,,,,
21346596,75066473,1,14-213-AR,2014-02-28 00:00:00,3,N,28,5,62,M,1,2,R,,,,,
21345560,75063902,1,14-1157-AR,2014-10-16 00:00:00,3,C,28,5,29,M,1,2,N,,,,,
21348901,75073604,1,14-1077-AR,2014-09-23 00:00:00,3,N,28,5,24,M,1,3,N,,,,,
21337695,75041045,1,14HKS-132-AR,2014-03-31 00:00:00,3,N,28,5,30,F,1,3,N,,,,,
21355600,75092014,2,14-342-AR,2014-05-15 00:00:00,3,N,28,5,26,M,1,3,N,,,,,
22054336,77161528,1,14-452-AR,2014-06-01 00:00:00,2,N,34,5,15,M,1,2,R,R,,,,
22018391,77057421,1,14-276-AR,2014-04-01 00:00:00,2,N,34,5,30,M,1,2,R,,,,,
22040931,77121178,1,14-18-AR,2014-05-17 00:00:00,2,N,34,5,55,M,1,2,R,,,,,
22080851,77251347,2,14-62297-A-A,2014-08-09 00:00:00,1,N,27,5,22,M,1,2,N,,,,,
22080850,77251347,1,14-62297-AR,2014-08-09 00:00:00,1,N,27,5,24,M,1,2,R,,,,,
22078619,77246116,1,14-45072-AR,2014-06-09 00:00:00,1,N,27,5,48,F,1,2,R,,,,,
22077564,77244343,1,14-39364-AR,2014-05-21 00:00:00,1,N,27,5,51,M,1,2,R,,,,,
22074226,77237112,1,14-15412-AR,2014-02-28 00:00:00,1,N,27,5,25,M,1,2,R,,,,,
21362238,75108800,2,14-13533-AR,2014-05-06 00:00:00,3,N,28,5,18,F,1,2,R,,,,,
21362218,75108751,1,14-12382-AR,2014-04-26 00:00:00,3,N,28,5,24,M,1,2,N,,,,,
21362209,75108738,1,14-6544-AR,2014-04-30 00:00:00,3,N,28,5,19,M,1,2,R,,,,,
21362144,75107032,1,15-7761-AR,2015-03-19 00:00:00,3,N,28,5,23,M,1,2,R,,,,,
21361168,75106123,1,14-34353-AR,2014-10-29 00:00:00,3,N,28,5,44,M,1,2,N,,,,,
21371135,75123756,1,14-930-AR,2014-06-06 00:00:00,3,N,28,5,23,F,1,2,N,,,,,
21361094,75105165,1,14-30038-A-A,2014-09-25 00:00:00,3,N,28,5,25,M,1,2,N,,,,,
21361085,75104393,1,15-9285-AR,2015-04-04 00:00:00,3,N,28,5,25,M,1,2,N,,,,,
21360061,75102642,1,14-2292-AR,2014-01-24 00:00:00,3,N,28,5,34,M,1,2,R,,,,,
21360049,75102603,1,14-8179-AR,2014-03-21 00:00:00,3,N,28,5,33,F,1,2,N,,,,,
21360014,75101765,1,14-27011-AR,2014-09-04 00:00:00,3,N,28,5,29,M,1,2,N,,,,,
21371063,75122975,1,14-832-AR,2014-05-23 00:00:00,3,N,28,5,31,M,1,2,N,,,,,
21358823,75097303,1,14-183-AR,2014-10-31 00:00:00,3,N,28,5,24,F,1,2,N,,,,,
21358799,75097247,1,15-18-AR,2015-02-11 00:00:00,3,N,28,5,39,F,1,2,N,,,,,
21357759,75095463,1,14-202-AR,2014-09-13 00:00:00,3,N,28,5,48,M,1,2,N,,,,,
21357701,75094639,1,14-215-AR,2014-09-30 00:00:00,3,N,28,5,18,M,1,2,N,,,,,
21357688,75094625,1,14-213-AR,2014-09-26 00:00:00,3,N,28,5,33,F,1,2,N,,,,,
21355586,75091996,1,14-343-AR,2014-05-16 00:00:00,3,N,28,5,26,M,1,2,N,,,,,
22045257,77132789,1,14L-1052-AR,2014-09-16 00:00:00,2,N,16,5,16,M,1,2,R,R,,,,
22043134,77128845,1,14L-280-AR,2014-03-20 00:00:00,2,N,16,5,14,M,1,2,R,R,,,,
22043122,77127994,1,14L-267-AR,2014-03-06 00:00:00,2,N,16,5,15,F,1,2,R,R,,,,
22043082,77127928,1,14L-1328-AR,2014-12-08 00:00:00,2,N,16,5,23,M,1,2,R,,,,,
22042052,77126916,1,14L-279-AR,2014-02-07 00:00:00,2,N,16,5,16,F,1,2,N,R,,,,
22040968,77122137,1,14HAN-304-AR,2014-07-16 00:00:00,2,N,16,5,19,M,1,2,N,,,,,
22040967,77122136,1,14HAN-254-AR,2014-06-13 00:00:00,2,N,16,5,18,M,1,2,N,,,,,
22040958,77121278,1,14HAN-251-AR,2014-06-12 00:00:00,2,N,16,5,21,M,1,2,N,,,,,
22043018,77126991,1,15L-522-AR,2014-11-28 00:00:00,2,N,16,5,15,M,1,2,R,R,,,,
22040920,77120333,1,14-5-AR,2014-01-31 00:00:00,2,N,16,5,37,F,1,2,N,,,,,
22040911,77120299,1,14E-81-AR,2014-04-08 00:00:00,2,N,16,5,20,M,1,2,N,,,,,
22040908,77120292,1,14E-70-AR,2014-03-26 00:00:00,2,N,16,5,34,M,1,2,R,,,,,
22040885,77120251,1,14E-286-AR,2014-11-30 00:00:00,2,N,16,5,25,M,1,2,N,,,,,
22039830,77118340,1,14-128-AR,2014-08-10 00:00:00,2,N,16,5,22,F,1,2,N,,,,,
22047542,77142114,1,14-128-AR,2014-12-27 00:00:00,2,N,16,5,18,F,1,2,N,,,,,
22031819,77092699,1,14-1345-AR,2014-10-06 00:00:00,2,N,28,5,14,M,1,2,R,R,,,,
22039827,77118336,1,15-33-AR,2015-02-12 00:00:00,2,N,28,5,30,F,1,2,N,,,,,
22035363,77106903,1,15-36-AR,2015-01-28 00:00:00,2,N,28,5,15,M,1,2,N,R,,,,
22035302,77105928,1,15-17-AR,2015-01-16 00:00:00,2,N,28,5,20,M,1,2,R,,,,,
21373280,75127116,1,15-58-AR,2015-02-07 00:00:00,2,N,27,5,29,M,1,2,R,,,,,
21387551,75167764,1,15-201-AR,2015-01-31 00:00:00,2,N,27,5,35,M,1,2,R,,,,,
22075305,77238922,1,14-21618-AR,2014-03-22 00:00:00,1,N,27,5,41,M,1,2,N,,,,,
22074195,77237047,1,14-13833-AR,2014-02-22 00:00:00,1,N,27,5,24,M,1,2,N,,,,,
22074174,77236236,1,14-12569-AR,2014-02-17 00:00:00,1,N,27,5,26,M,1,2,N,,,,,
22071929,77228078,1,0460437,2014-03-30 00:00:00,1,N,27,5,32,M,1,2,R,,,,,
22070765,77223456,1,14018015,2014-11-28 00:00:00,1,N,27,5,21,M,1,2,R,,,,,
22082009,77254795,1,14-72605-AR,2014-09-15 00:00:00,1,N,27,5,50,F,1,2,R,,,,,
21362265,75109621,1,14-9747-AR,2014-04-05 00:00:00,1,N,27,5,39,M,4,2,R,,,,,
21381179,75151424,1,14-1159-AR,2014-07-01 00:00:00,1,N,34,5,19,M,1,2,N,,,,,
21386429,75165230,1,14-586-AR,2014-04-07 00:00:00,1,N,34,5,40,M,1,2,R,,,,,
21381019,75147910,1,14MIL-12-AR,2014-01-15 00:00:00,1,N,34,5,23,M,1,2,N,,,,,
21384164,75155808,1,14-2339-AR,2014-12-17 00:00:00,1,N,34,5,20,F,1,2,N,,,,,
21383141,75154918,1,14-2095-AR,2014-11-11 00:00:00,1,N,34,5,31,F,1,2,R,,,,,
21383105,75154847,1,14-1959-AR,2014-10-22 00:00:00,1,N,34,5,59,M,1,2,R,,,,,
21378855,75141162,1,14DUR-104-AR,2014-03-23 00:00:00,1,N,34,5,19,M,1,2,N,,,,,
21376644,75134906,2,DOV140000078,2014-01-22 00:00:00,1,N,34,5,14,M,1,2,R,H,,,,
21373390,75128055,1,14-676-AR,2014-12-19 00:00:00,1,N,34,5,21,F,1,2,R,,,,,
21372258,75125521,2,14-248-AR,2014-05-12 00:00:00,1,N,34,5,20,M,1,2,R,,,,,
22071994,77229891,1,0480666,2014-10-19 00:00:00,3,N,35,5,24,M,1,2,R,,,,,
22084271,77260132,1,14-89272-AR,2014-11-21 00:00:00,1,N,23,5,34,F,1,2,N,,,,,
22084264,77260117,1,14-8902-AR,2014-02-03 00:00:00,1,N,23,5,42,F,1,2,R,,,,,
22084237,77260050,1,14-87634-AR,2014-11-14 00:00:00,1,N,23,5,50,M,1,2,R,,,,,
21394205,75188511,1,14000001,2014-03-16 00:00:00,1,N,27,5,33,M,1,2,R,,,,,
21394195,75188479,1,14-000063,2014-07-19 00:00:00,1,C,27,5,42,M,1,2,R,,,,,
21394182,75188453,1,14-000027,2014-03-23 00:00:00,1,C,27,5,25,M,1,2,R,,,,,
21394180,75188451,1,14-000017,2014-02-11 00:00:00,1,C,27,5,30,M,1,2,N,,,,,
21394179,75188450,1,14-000016,2014-02-09 00:00:00,1,C,27,5,16,M,1,2,R,H,,,,
21393134,75185126,1,14-168-AR,2014-05-21 00:00:00,1,N,27,5,19,F,1,2,R,,,,,
21392069,75182446,1,14-454-AR,2014-07-26 00:00:00,1,N,27,5,27,M,1,2,R,,,,,
21390999,75178243,1,14-123-AR,2014-10-06 00:00:00,1,N,27,5,55,M,1,2,R,,,,,
21392012,75180843,1,14-247-AR,2014-04-20 00:00:00,1,N,27,5,23,F,1,2,R,,,,,
21391992,75180791,1,14-165-AR,2014-03-23 00:00:00,1,N,27,5,25,M,1,2,R,,,,,
21391954,75179023,1,14-71-AR,2014-06-12 00:00:00,1,N,27,5,31,M,1,2,R,,,,,
21390857,75176407,1,14-30-AR,2014-01-29 00:00:00,1,N,27,5,26,M,1,2,N,,,,,
21388753,75173017,1,14-443-AR,2014-06-04 00:00:00,1,N,27,5,28,M,1,2,R,,,,,
21388748,75173009,1,14-418-AR,2014-05-26 00:00:00,1,N,27,5,37,M,1,2,R,,,,,
22086299,77263476,1,14-96642-AR,2014-12-24 00:00:00,1,N,23,5,37,M,1,2,R,,,,,
22086296,77263469,1,14-96458-AR,2014-12-23 00:00:00,1,N,23,5,17,F,1,2,N,R,,,,
22084195,77259222,1,14-85900-AR,2014-11-07 00:00:00,1,N,23,5,22,F,1,2,N,,,,,
22084194,77259220,1,14-85881-AR,2014-11-07 00:00:00,1,N,23,5,26,M,1,2,R,,,,,
22084192,77259216,1,14-85798-AR,2014-11-07 00:00:00,1,N,23,5,39,M,1,2,R,,,,,
22083175,77258286,1,14-81894-AR,2014-10-22 00:00:00,1,N,23,5,24,F,1,2,R,,,,,
22083172,77258273,1,14-81657-AR,2014-10-21 00:00:00,1,N,23,5,22,F,1,2,R,,,,,
22083170,77258267,1,14-8151-AR,2014-01-31 00:00:00,1,N,23,5,34,M,1,2,R,,,,,
22083166,77258258,1,14-8133-AR,2014-01-31 00:00:00,1,N,23,5,46,F,1,2,N,,,,,
22083155,77257477,1,14-8101-AR,2014-01-31 00:00:00,1,N,23,5,46,F,1,2,N,,,,,
22083134,77257439,1,14-80237-AR,2014-10-15 00:00:00,1,N,23,5,40,F,1,2,N,,,,,
22083131,77257432,1,14-80150-AR,2014-10-15 00:00:00,1,N,23,5,15,M,1,2,R,R,,,,
22083126,77257423,1,14-79927-AR,2014-10-14 00:00:00,1,N,23,5,33,F,1,2,N,,,,,
22082059,77255621,1,14-74535-AR,2014-09-23 00:00:00,1,N,23,5,20,F,1,2,N,,,,,
21389748,75173858,1,14-650-AR,2014-08-03 00:00:00,1,N,27,5,27,M,1,2,R,,,,,
21389722,75173814,1,14-585-AR,2014-07-13 00:00:00,1,N,27,5,55,F,1,2,R,,,,,
21388665,75171191,1,14-253-AR,2014-03-24 00:00:00,1,N,27,5,40,M,1,2,R,,,,,
22028622,77085196,1,14-33-AR,2014-02-11 00:00:00,1,N,16,5,23,M,4,3,U,,,,,
21355599,75092014,1,14-341-AR,2014-05-15 00:00:00,1,N,28,5,34,F,1,3,N,,,,,
21374527,75131508,1,14-03466,2014-01-15 00:00:00,1,N,16,5,22,F,4,3,N,,,,,
21387583,75167839,1,14ROL-97-AR,2014-09-30 00:00:00,2,N,16,5,31,M,1,2,N,,,,,
21387582,75167837,1,14ROL-95-AR,2014-09-27 00:00:00,2,N,16,5,23,M,1,2,N,,,,,
21387554,75167774,1,14ROL-113-AR,2014-12-11 00:00:00,2,N,16,5,27,M,1,2,N,,,,,
21381186,75152173,1,14-841-AR,2014-05-13 00:00:00,2,N,16,5,15,F,1,2,N,R,,,,
22069736,77220734,1,14017119,2014-11-11 00:00:00,3,N,29,5,23,F,1,1,R,,,,,
22069726,77219901,1,14017002,2014-11-09 00:00:00,3,N,29,5,27,M,1,1,R,,,,,
22068566,77214345,1,14015017,2014-10-04 00:00:00,3,N,29,5,21,M,1,1,N,,,,,
21378807,75140311,1,DOV140001035,2014-11-11 00:00:00,3,N,29,5,22,M,1,1,R,,,,,
21387619,75168684,1,14-796-AR,2014-09-24 00:00:00,2,N,16,5,13,M,1,2,R,R,,,,
21346682,75069103,1,14-251-AR,2014-03-11 00:00:00,2,N,16,5,26,F,1,2,R,,,,,
21345579,75064668,1,14-1394-AR,2014-12-26 00:00:00,2,N,16,5,48,F,1,2,R,,,,,
22063048,77189197,1,14006863,2014-05-10 00:00:00,1,N,27,5,21,M,1,3,R,,,,,
22031944,77096628,1,14-452-AR,2014-04-21 00:00:00,1,N,27,5,17,M,1,3,R,R,,,,
21352198,75082311,1,14-942-AR,2014-11-18 00:00:00,2,N,16,5,34,F,1,2,R,,,,,
21351103,75078092,1,14-90-AR,2014-03-12 00:00:00,2,N,16,5,32,F,1,2,N,,,,,
21353210,75083264,1,14-38-AR,2014-01-22 00:00:00,2,N,16,5,16,M,1,2,R,R,,,,
22060893,77182850,1,14004740,2014-04-02 00:00:00,1,N,16,5,22,M,2,2,R,,,,,
22068512,77212557,1,14014488,2014-09-24 00:00:00,3,N,30,5,22,F,1,3,U,,,,,
21337744,75041864,1,14HKS-227-AR,2014-05-24 00:00:00,1,N,16,5,24,F,1,2,N,,,,,
21337740,75041858,1,14HKS-218-AR,2014-05-20 00:00:00,1,N,16,5,17,M,1,2,R,R,,,,
21337736,75041855,1,14HKS-215-AR,2014-05-19 00:00:00,1,N,16,5,19,M,1,2,N,,,,,
21337726,75041839,1,14HKS-198-AR,2014-05-11 00:00:00,1,N,16,5,30,M,1,2,R,,,,,
21337723,75041834,1,14HKS-192-AR,2014-05-08 00:00:00,1,N,16,5,19,M,1,2,N,,,,,
21337722,75041831,1,14HKS-190-AR,2014-05-07 00:00:00,1,N,16,5,30,F,1,2,N,,,,,
21337719,75041825,1,14HKS-183-AR,2014-05-01 00:00:00,1,N,16,5,32,M,1,2,N,,,,,
21337714,75041808,1,14HKS-165-AR,2014-04-17 00:00:00,1,N,16,5,19,F,1,2,N,,,,,
22054273,77159667,1,14-259-AR,2014-09-26 00:00:00,1,N,16,5,18,M,2,2,N,,,,,
22053173,77155952,1,14GOF-1885-A,2014-01-22 00:00:00,1,N,16,5,31,M,2,2,N,,,,,
22083106,77257385,1,14-79509-AR,2014-10-12 00:00:00,1,N,16,5,45,M,2,2,R,,,,,
22086204,77261812,1,14-93346-AR,2014-12-10 00:00:00,1,N,16,5,29,M,2,2,R,,,,,
22082050,77255596,1,14-74053-AR,2014-09-21 00:00:00,1,N,27,5,30,M,1,1,R,,,,,
22013057,77036715,1,14-53180,2014-09-01 00:00:00,1,N,16,5,26,M,2,2,N,,,,,
22020569,77063144,1,14-7369-AR,2014-09-21 00:00:00,1,N,16,5,33,M,2,2,N,,,,,
22086168,77260983,1,14-91462-AR,2014-12-02 00:00:00,2,N,16,5,20,F,1,2,R,,,,,
22034173,77102318,1,AR14-159,2014-07-19 00:00:00,1,C,16,5,41,M,2,2,N,,,,,
22033099,77100385,1,14-111-AR,2014-05-06 00:00:00,1,N,16,5,42,M,2,2,U,,,,,
22033091,77100366,2,14MAR-95-AR,2014-08-16 00:00:00,1,N,16,5,17,M,2,2,N,R,,,,
22033090,77100366,1,14MAR-94-AR,2014-08-16 00:00:00,1,N,16,5,18,M,2,2,N,,,,,
22034087,77101300,1,14-31-AR,2014-01-30 00:00:00,1,N,16,5,25,F,2,2,N,,,,,
22031971,77097504,1,14-528-AR,2014-05-02 00:00:00,1,N,16,5,22,M,2,2,R,,,,,
21371134,75123752,1,14-845-AR,2014-05-24 00:00:00,1,N,23,5,16,F,1,1,N,R,,,,
21372191,75125398,1,14-117-AR,2014-03-17 00:00:00,1,N,23,5,51,M,1,1,R,,,,,
21366694,75116960,1,14-1587-AR,2014-09-28 00:00:00,1,N,23,5,18,M,1,1,N,,,,,
21330331,75021269,1,14-73-AR,2014-06-19 00:00:00,2,N,16,5,17,M,1,2,N,R,,,,
21329285,75019555,1,14-50481,2014-08-21 00:00:00,2,N,16,5,18,F,1,2,N,,,,,
21328206,75018625,2,14-03819,2014-01-17 00:00:00,2,N,16,5,19,M,1,2,N,,,,,
21331419,75023960,1,14-19482-AR,2014-05-09 00:00:00,2,N,16,5,17,M,1,2,N,R,,,,
21329206,75018723,1,14-25979,2014-05-10 00:00:00,2,C,16,5,20,M,1,2,N,,,,,
21328205,75018625,1,14-03819,2014-01-17 00:00:00,2,N,16,5,21,M,1,2,N,,,,,
21328140,75016947,2,14-73-AR,2014-05-21 00:00:00,2,N,16,5,19,F,1,2,N,,,,,
